customer_id,basket
63986878,"33,6,17,47,3,1,46,14"
74176821,"6,17,40"
57132709,"35,8,32,36,24,41,28"
72168186,"45,16,8,13,33,18,11,36"
38879361,"29,35,27,22,2,21,14"
33885033,"1,46,32,8,10,2,26,42,45,28"
8042564,"22,20,34,32,25,46,38,23,9,39,42,2"
56172696,"11,5,1,17,47,30,22"
25147076,"37,33,38,42,20,28,6,27"
91318628,"39,18,37,42,45,10,27,41,31,3,43,36"
80837278,"32,40,38,3,45,41,10"
1362137,"1,8,36,10,45"
77764187,"6,47,1,41"
84096448,"36,22,2,45,20,19,18,27,32,25,46"
42113143,"36,20"
88383046,"21,8"
20264854,"25,32,13,34,39,8,23,37,1,38,9,43,14,40,46,2,16"
4350662,"33,7,1,12,46,3,20"
79688100,"38,23,41,8,14,11,32,26,37,13,16"
99771045,"42,45,47,6,48,21,1,2"
19187188,"13,27"
84096448,"16,20,34,13,45,44"
8184618,"16,15,8,2,38,35,40,46,23"
56228338,"9,6,47,17,39"
47644360,"27,44,47,6,26,17,37,34,40,29,21,32"
36859377,"30,1,31,11,24,34"
38392262,"46,27,16,39,20,32,12,42,44,5,26,41"
4327698,"25,32,46,2,1,13"
82974855,"43,13,39,23,40,27,26"
22725872,"46,3,38,47,44,10,42,21,27,30,18,36,11,29"
59688356,30
64917202,"25,15,17,47,10,2,42"
89883617,"21,39"
82110127,"13,27"
90301144,"23,25,14,48,9,41,45,10"
56128242,"36,40,39,20,38,43,9,23,18,27"
87200439,"6,17,47,10,45,41"
91971911,"23,32,46,43"
89997738,"48,39,37,34,23,43,13,8,21,16"
21341191,"6,1,8,41,34,37,2"
26622629,"10,1,23,8,48,21,12"
85176495,"27,45,41,26,6,48,4,25,2,3,21,16"
16117583,"9,15,24,5,47,35,43,38,41,23,27,17"
68251537,34
5438710,"20,32,19,46,33"
7999378,"47,6,17"
91138832,"47,38,23,43,4,3,13,34,37,1"
45707782,"18,27,9,38,43,26"
21684811,"22,36,40,32"
69223061,"20,10,14,32,17,47,41,2,42,9"
37211096,"46,37,17,25,3,7,42,18"
92678788,"47,45,6,34,13,9"
77727419,"1,23,36,29,7"
77459789,"13,46,5"
92988523,"3,23,9,44,2,42,43,46"
87238774,"13,25,46"
63094977,"23,26,28,41,27,47,6,44,2,38,9,43"
89903920,"10,12,13,3,20"
66476571,"44,2,41,26,46,39,32,20,38,47,17,45,36,18,7,24,37,34,13,25,35"
54948680,"15,13,47,17,25,21,34,26,41,6"
61532308,"12,38,31"
77736741,"34,38,43,9,2,18,16,21"
1794383,"6,41,2,38,16,47"
7198688,"39,34,46,23,21,48,13,37"
69050957,"39,40,32,46,1,9,28,17,36"
37645823,"41,24,23,38"
99550641,"33,24,44,10,17,2,23,36,25,45"
40970413,"23,17,47,38,21,42,45,9,26,31"
1297050,"17,6,47"
64271460,"22,36,32,45,9,23,43,38,41"
18994786,"2,45,23,38,28,41,46,47,6,5,3,39,7,9"
40573027,"48,13,3,23,7,17"
41798228,"48,36,10,47,7,46,42"
18015395,"1,5,40,32,42,45,17,8,47,9,2,37"
64544805,"34,39,2,40,27,45,3,31,8,48,16,21,14"
43025712,"32,47,28,24,30,11,43,2,31,1,17,6,16,25"
41453603,"1,24,2,44,21,8,28"
24918487,"40,43,2,34,20,24"
33584772,"38,10,2,40,41,23,9"
54130683,"2,36,39,37,34"
6414389,"17,10,45,42,2,28,14,1"
78935356,"26,1,25,16,10,9,43"
89887144,"1,46,9,47,5,43"
41920721,"46,10,44,42,47,32,2,33,24,21,6,45"
10075848,"14,37,17,6,47,2,18,44,27,48"
39216668,47
62083826,"47,9,38,44,25,17,26,10,45,33"
35391580,"23,38"
13956854,"2,39,47,10,34,40,25,7,23"
23564499,"15,9,23"
16240347,"13,11,1,45,46,32,3,30,8"
74783897,"3,46"
18997212,"26,35,1,3,25"
46636856,"38,9,1,43,2,45,48"
32660802,"3,2,43"
8329127,"2,44,18,43,45,25,3"
1100897,"9,33,2,24,44"
68311025,"14,32,25,18,27,20,33,36,1,30,19,22"
87259544,"1,34,28,39,14,21,46,40"
13067411,"37,32,42,44,12,25,20"
46937533,"47,14"
13588112,"31,18,37,17,1"
76653755,"23,34,46,31,21,47,13,2,44,3,1,17,45"
18775104,"9,3,2"
47313894,"22,7"
99443257,"41,26,32"
70178850,"18,10,39,20,25,13"
40807846,"14,42,44,45,6,39,13,2,5,31,30,3,9"
89632236,"9,47,2,34,10"
17291780,"28,34,13,6,48,27,23,45,39,2"
57719618,"6,34,48,12,32,2,10,17"
6307826,"29,44,45,1,34,32,25,33,15,7,24,6,4,26,9,8,22,5,36,30,31,43,40,23"
77611277,"32,40,20,2,9"
36778208,"1,21,2"
61610955,"25,42,45,8,21,9,23,44"
49223851,"23,48,16,40,25,26"
31883281,"18,42,2,10"
45527599,"25,18,2,22,36,17,46,3,15,47,35,34,29"
34243172,"35,43"
32799393,"5,18,20,14,36,37,3,45,44,35,39,2,23,9,32"
1360890,"41,40,47,11"
56352475,"9,37,25,20,43,30,17,27,13"
9592828,"43,2,34,35"
68759231,"40,28,17,7,36,39,44,48,16,3,12,29,35"
54909445,"2,42,44,45,41,26,28,23,38"
67830197,"27,40,18,28"
46094775,"37,45,40,46,25,32,6,3,33,7,28,48"
69338220,"11,46,32,24"
88749173,"43,21"
98968082,"28,36,23,8,35"
21814081,"17,44,45,42,23,39,47,28,20,25,35,36,7,24,33"
30001061,"9,30,41,22"
36829119,"21,9,22,30,35,5,2,45,44,23,43,3,42,39"
77761772,"24,45,46,26,39,37,40,42,2,34,47"
8976941,"41,32,10,45,2,6,8,19,12"
93336661,"2,33,18"
56730500,"40,45,37,5,32,2,29,19,12,42,44"
83705188,"45,8,34,37,17,43,9,2,6,22,33"
82559711,"41,25,23,1,14,32,9,15,43"
87197730,46
795107,"11,14,39,37,6,36,21,8,23,7"
21501907,"3,36,22,47,20,43,45,15"
18196061,"3,18,21,48,6,10,34"
97056505,"13,39,16,45,5,38,43,32,25,1"
51232798,"17,44,20,46,23"
29637708,"17,19,37,10,27,2,20,46,32,1,31,4,44,47,45,9,23"
16872467,"47,17,48,34,13,39,22,30"
78155934,"8,22,18,43,9,44,45,2,25,38,3,20,17,47,46"
2262290,"6,2,10,48,44,38,23,27,34,42,24,43,1,9,19"
7031030,"14,1,23,28,41,27,44,40,2,46,25"
26027305,"7,18,45,2,40,19,36,29,39,13,34,32"
77119216,"28,9,47,24,7"
25681128,"7,27,18,13,45,3,2,39"
10324301,"9,41"
56603920,"27,42"
60456876,"46,25,12,19,18,41,13,37,9,23"
96832824,"23,41,47,6,42,34,32,46,39,10,45"
55268363,"12,37,16,10,2,20"
11039981,"16,7,8,9"
66780310,"17,23,38,37,13,3,46"
11764441,"3,25,35,38,47,39,1,28,26,42,34"
14203388,"41,12,25,20,46,1,13,43"
86374214,"38,27,44,30,1,2,45,32,37,14,41,16,3,28,9,23,43,6"
11131305,"34,37,10,2"
29042708,"18,27,45,17,42,10,38,30"
45165192,"23,43,39,21,29"
42043043,"11,18,10,24,1,17,45,47,6"
91828145,"37,8,28,31,5,1,10,15"
91367707,"9,14,48"
78497223,"17,7,26"
80170993,"3,10,45,15,31,5,20,46,34,25,26,22,18,27,2,44"
54841220,"13,21,15,4,20,37,47,17,28,41,40"
9947661,"10,6,39,36,32,9,7"
41412379,"43,41,46"
45836052,"8,4,37,2,14,39,13"
42686802,"33,26,22,12,24,27,1"
53497871,"6,28,13,19,16,39,2"
25447232,"6,2,35,41,26,45"
47524187,"2,1,46,45,38,12,21,8,4,11,36,42,3,48,40,25,18,20,32"
33879899,"6,28,37,11,20,32,33,43"
70139363,"23,38,43,24,18,27,1,2,44"
49860201,"39,34,9,2,47,17,1,7,10,21,20,46"
27434000,"2,3,27,28,41,23"
16028618,"2,39,46,34,22,36,42,32,16,48"
9317844,"2,4,22,36,6,38,16,44"
87723881,"40,43,23,9"
29994582,"10,48,20,25"
61306020,"37,38"
55853816,"43,18,12,29,19,30,23,46,22,41,45,44"
72935576,"2,17,28,41,29,27,47,19"
40747789,"14,8,15,12,2,17,45,32,25,46,9,24"
62145693,"14,39,48,19,34,38,37"
84089354,"48,14,43,6,47,34,13,37,17,2"
37707758,"46,27,19,35,29,42,25,38,37,13,28"
251936,"7,17,27,40,28,12,43,9,23,41,22"
40392695,"2,4,24,40,48,21,8"
43354555,"36,41,1,40,25,31,17,6"
93662094,"43,26,38,28,41,2,3,37"
99243700,"9,38,43,1,6,36,2,45,44,42,23,16,21"
19891635,"38,43,7,14,33,12,29,1,3,39,10,28"
4196474,"1,32,39,48,14,34,6,47,24,36,11"
4006979,"34,40,13,11,46,39,27,28,43,9,32"
9658610,24
43652190,"32,20,1,27,40,28,2"
84949146,"14,1,33,34"
62588399,"10,13,22,20,25,40"
42567740,"46,21,14,39,2,6"
72799099,"2,6,17,43,16,44,38,9,7,23,32,40,46,25,42,26,41,30,14"
4417085,"1,21,29"
13924654,"26,10,2,46,36,20,25"
61860153,"25,32,18,9"
55618012,"17,40,25,9,31,45,32,20"
91146194,"32,25,3,46,38,1"
53335171,"17,6,47,23,38,2,44"
41988828,"19,38,29,44,13,34,41,37,20"
59287599,"46,25,2,3,37"
70625807,"44,7,46,22,40"
74743229,"12,19,47,17,43,7,37,9,23"
70394365,"6,44,2,27,22"
9608601,"2,23"
14037389,"26,41,11,17,2,38,9,1,3,4,6,19,36"
61722540,"18,28,46,32"
26419996,"3,17,18,41,26"
47971885,"41,44,13,40,16,22,37,27,6,47,39,48,20,25"
57173504,"41,38,20,27,43,9,2,34,37,48,32,42,26,16,4"
12066651,"29,25,40,46"
94413407,"17,2,42,8,48,22,44,45,10"
78505901,"6,1,22,41,2,32,40"
36910102,"22,8,18,1,28,39,34,2,3,35,7,13,38,43,47"
46801234,"41,26,9,36,20,46"
96134520,"25,40,31,21,32,43,16,46,17,47,6"
41562642,"25,46,40,32,22,36,43,12,16"
53613235,"26,24"
1414344,"40,32,13,18,6"
37950664,"9,8,14,43,23,33"
23564499,"2,22,39,25,45,9,47"
95948129,"42,30,10,11,17"
57541374,1
10617902,"14,10,2,42,32,45,29,34,17,48"
93448908,"35,32,29,24,7,47,6,39,20,25,2,16"
11052486,"1,5,12,35"
29224128,"18,27,3,1,44,30,17,6,2,45"
56301121,"42,45,46,7,33"
41509732,"6,17,29,12,36,3,46,47,44,43"
83836320,"45,13"
78897227,"10,25,13,4"
76858430,"40,47,44,13,10,45,42,23,43,9,38,34,39"
57496823,"42,44,4,15,19,38"
22388121,"8,14,2,31,7,18,26,25"
55722895,"28,47,9,1,41,42,44,39,26"
24863605,"16,48,43,8,23,18,1,44,36"
61170754,"42,8,16,29"
49087622,"13,17,47"
48887857,"42,2,36,39"
28009252,"41,8,44,16,25,40,20"
85048668,"8,21,48,3,2,25,40,26,18,37,32,23,9"
80125341,"46,29,10"
40735692,"2,42,10,23,32,25"
78288822,"44,2,39,3"
90876427,"5,11,45,2,9,23,29,38"
33362147,"42,25,13,38,27,40"
42387352,"2,42,23,34,36,30,16,1,48,45,21,24,39,7,33"
81722842,"23,48,14,24,44,42,2,39,34,28,47"
87678748,"11,1,4,3,9,43,34,42,18,23,22"
46270489,"6,38,13,17,2,35,42,16,21,8,48"
53193753,"48,39,12,20,25,40,14,36,19,45,23,38,1,3,4"
21214843,"7,33,20,32,40,16,43"
116394,"12,42,44,10"
57432881,"20,10,39,34,6,18,40,9,47"
63790289,"20,32,40"
21774791,"20,44,10"
16121854,"28,10,36,23,34,39,43,9,37"
54390405,"9,38,10,47,22,36,42,23"
63505261,"3,26,37,2,28"
40174467,"21,16"
45749041,"23,14,2,46,45,13,37,39,29"
24755187,"44,40,20,16,15,10,3"
95436617,"26,43,37,35,20,40,41,32,46,36,9"
24171857,"34,40,37,45,5,38,43,2,9"
32059176,"28,6,37"
35003499,"37,10,45,32,46,13,15,7,26,25,44,23"
21285247,"23,6,26,3,22,20"
26651891,"32,38,37,34"
6512784,"33,32,20,48,7,38,23,41,42,39,34,6"
82008999,44
49500466,"18,20,7,10,1,45,44,25,2,33,6"
65946886,"28,26,17,33,44,1,22,37"
83984896,"38,18,44,42,45,27,17,10"
93243327,"1,2,6,7,19,3,34"
69010546,3
15928480,"20,10,18,40,14,21,16,48,42,43"
1612646,"23,43,9,39,5,31,17,42,40,1"
93746200,"21,48,45,44,28,47,17,22"
78019171,"6,47,14,15"
89362825,"46,32,34"
76194889,"24,27,2,3,21,35,26,22"
61968163,"32,10,43,9"
39412246,"16,8,14,36,43,38,26,10,25,32,9,33,21"
90784167,"27,6,17,7,24,25,30,48,32"
24970727,"6,43,32,8,41,2,30,37,25,40,42,10,17,34,26"
92026888,"22,39,34,20"
69777340,"27,34,37,9,25,5,2,19,40,46"
97793645,"32,40,2,27,18,23,38,25,46,3,6,47,4,1"
45593294,18
29178378,"47,14,36,13,38,2,17,18,30,45"
25936650,"42,13,43,9,6,23,29,12,4,1"
1069769,"28,27,12,31,37,34,26,2,9,43,23,16,40"
80372037,14
37495187,"43,9,23"
69666715,"18,28,16,21"
69140788,"45,10,1,42,44,38,20,3,14"
62127201,"6,47,37,39,34,14,42,17,13,40,25,32"
30320083,"43,42,44,6,7,13,8,17,47"
40286208,"25,21,28,14,48,38"
93834989,"43,38,23,48,34,29,17,47,6,1,2,10,13,45,11,8,9,44,18,40"
22591555,"45,35,9,27,26"
11608623,"25,13,39,34,37,46,45,42,10,33,28,36"
54563954,"20,48,5,45"
74537548,"23,41,40,10,3,42,44,35,36,45,47"
27286559,"13,38,37,19,21,45,2,39,17,20"
83311311,"47,17,20,48,14,23,39,16,12"
39984269,"8,21"
49939494,"17,21,10,2,43,24,14,34,20,23,44"
43394717,"25,2,24,10,41,17,1,44,3,43,23,13,34,48"
12566439,"23,40,13,48,46,28,31,42,33,34"
34142553,"39,34,22,12,35,21"
51220554,"2,1,45,11,47,37,13,40,25,48,27,41,28,21"
25791201,"36,4,42,10,48,8"
64232516,"23,26,39,40,13,34,24,15,10,37,47"
69703848,"39,20,1,16,14,13,34,2,5,40,48,8"
12556993,"44,14,2,13,18,48,32,25,20"
67626570,"40,11,43"
54998791,"20,2,36,46,9,19,8,16,14,10"
97383292,"42,44,2,25,9"
39866557,"42,44,1,21,38,28,3"
47020774,"27,13,39,37,15,33,20,40,1,21,22"
88301470,"2,17,10,42"
78910040,"32,26,10,45,15,21,1"
36390204,"34,39,48,26,43,38,37,6,17,13,27,29"
66908338,"18,13,37,42,2,31,41,34,6,16,8,23,44"
77221,"9,21,47,34,39,29,37,15,16,1,2,45"
85889137,"4,1,21,35,36"
97709535,"1,18,41,27,32,31,35,29,33,42,17,19,6"
51920357,"9,31,16,42,44,37,10,2"
67679019,"22,18,20,23"
59558797,"41,2,20,40,34,8,23,9,33,3,32"
99103171,"2,4,36,46,34,13,41,22,23,6,45,18,27"
28042521,"8,2,45,3,13,34,39,40,20,32,21"
44272255,"21,17,11,1,2,22,36,14,44,35,28,26,24,31"
19441971,"21,14,41,19,36,3,27,18"
81179785,"16,8,47,6,17,25,23,33,46,1,3,15"
67493655,"25,39,3,21,13,18,44,30,43,2,42,34,19,35,1"
36949056,"1,15,7,21,8,16,44,45,37"
95625844,"40,6,12,35"
65242088,"15,25,39,10,5,30,47,17"
54419385,43
64784607,"43,9,11"
48251829,"42,22,32,46,44,25,20"
89049844,"30,25,36,34,37,40,32,1,2"
32587188,"29,40,32,12,1,17,14,38,23,35,45,39,13,25,20"
88989618,"43,27,45,10,41,23"
46225819,"2,44,40,3,43,34,13,1,29,25"
67143681,"15,3,1,45,42,28,40,20,32,26,14,6,23"
35247176,"39,47,27,10,43,11,44,2,42"
12987294,"5,37,1,11,44,17,47"
82569686,"43,23,9,1,2,18,24,6"
56348631,"25,40,46,48,39,37"
49169699,"16,21,38,9,27,22,34,8,2,45,20,40"
76926478,"34,7,42,45,10,37,40,48,9,32,46,18,23,43"
71503056,"43,26,18,22,39"
42241118,"32,11,26,18,28,8,17,47,44,1,45,37,13,41,7"
27738493,"47,32,38,28,27"
50205116,"47,44,2,11,48,6,17,25,45"
73032590,"47,13,37,28,40,1,31,17,9"
1966833,"28,18,46,20,10"
47458660,"24,33,42"
79802997,"38,42,17,13"
39227994,"42,44,2,25,20,22,38,15"
55307349,"39,37,34,2,1"
66813996,"32,40,2,45,27,37,28,42,43,23,10,48,15"
36188258,"3,38,39,46,25,20,18,6,4,11"
97743999,"6,18,44,45,10,39,37,42,13,34,2,40,27,21,25,32"
77058481,"40,19,12,20,46,1,42,10"
2496730,"3,40,25,46,21,22,45,31,42"
24742462,"41,6,47,40,8,29,21,39"
49593528,"28,20,32,18,36,6,17,44,45,2,41,25,3"
6692554,"23,43,44,37,15,24"
14106822,"25,46,41,9,8,16,42,44,4,23,29,40,10,47,20"
27505844,"18,45,2,23,38,43,39,37"
10117605,"21,3,15,9,23,37"
60660323,"41,1,27,26,28,7,36,3"
3152211,"2,45,36,3,38,10,34,13,37"
13677087,"34,13,37,38,39,43,30,26,45,8,16"
66146973,"40,8,37,13,38,23,1,43,9,47,31"
52309587,"2,26,32,29,8,14,6,39,44,36,37,42,45,3,48"
51364916,"36,22"
48696153,"47,39,32,17,20,2,45,22,25,16,27,10,44,23,43,8,34"
58800483,"36,44,21,32,20"
2714514,"14,48,8,33,41,40"
84236919,"39,40,21,2,3,4,35,6,17"
93767911,"44,21,43,9,19,12,5,26,1,37,22,47"
86242287,"13,39,14,23,20"
55187069,"29,9,31,36,22"
77128670,"17,23,16,1,45,2,12,20,42,47,44,41"
2298424,"2,45,44,17,34,9,39,47,30"
65779368,"8,14,43,38,42,12,23,3,2,16,33,45,19"
92464848,"1,2"
25140371,"18,7,22,42,27,23,32,46,15,40,25,47,2,10,38"
77682608,"32,40,20,38,43,42,10,45,14,46"
33498147,"46,42,45,44,29,48,25,32,18"
44956542,"5,39,6,26,23,7,35,48,44,38"
66150177,"13,9,39,37"
89801350,11
53086279,"36,16,21,8,2,18,3"
47941578,"17,42,13,6,47,37,25,20,30,41,44,9,10"
52459112,"32,15,8,21,3,10"
13588112,"2,19,33,13,28,27,26"
565457,"48,46,32,4,41,36,29,19,40"
92540861,"40,48,8,32,19,43,9,2,23,16"
91441825,"33,21,31,5,4,46"
7650338,"40,25,13,32,38,20"
84887740,"20,40,8,16,42,13,47,10"
51649317,"34,28,41,3,14,8,42,10,21,9,22,38"
39134332,"44,42,20,46,36,22,16,8,14,21,13"
10655750,"2,39,10,22,17,28,1,38,9,42,14,8,34,18,47,6"
26670759,"30,20,46,32,25,40,2,4,27,13,39,34,42,10,37,3"
2815406,"41,1,3,43,9,17,47,37,31,25,40,28,39"
85977759,"1,22,18,41,38,10,2,42"
51033549,"31,11,26,39,43,17,47,45,44,10,27,18,8,36,46,25"
79596904,"6,3,45,10,27,39,2,14,47,17"
34902990,"6,47,8,9,32,46"
51150035,"17,46,32,40,42,13,23"
97301425,"18,1,3,42,45,43,9,30,10,28"
17987762,"44,45,10,6,46,32,22,11,16,48"
29061763,"3,2,42,13,37,4,11,45,17,36,40,33"
36651119,"3,2,44,46,40,38,34,39,11"
52084187,"1,46,40,10,24,7,9,43,23,31"
3081684,"6,20,41,32,16,40"
34192441,"10,25,18,21,15"
79526639,"32,34,39,12,25,27,41"
49411199,"39,19,34,26,14"
64577939,"18,45,44,46,26,42"
63547090,"1,41,38,40,20,17,8,9"
3433857,"25,40,45,42,2,46,31,17,28,34"
79652327,"29,13,10,17,18,25,40,36,46,20,28,44,45"
73299622,"35,40,37,25,1,28,27,2,8"
47109837,"17,47,37,34,16,48,14,39"
70640957,"2,46,26,14,6,17,36"
96459696,"32,33,13,3,47"
67647570,"39,46,38,25,23,34,13,3,17,47,16,8,32,20,9,14,21"
58673650,"29,1,28,48,42,5,10,7,43,37,3"
75169494,"47,41,46,25,32"
49417421,"9,43,26,34,39,37,46,31,23,36,33,20,16,27,45,32,28,41,25"
77687611,"45,38,23"
11452857,"33,34,36,29,32,2,7,38,44,46,15,26"
24464909,"27,2,20,46,8,3,23,43,36,22,28,26"
39665589,"6,17,32,2"
4881680,"6,17,41,23,38,18,1,4,36,40,27,20"
86205875,"9,25,27,32,18,2,40,4"
29047860,"42,48,17,6"
81829302,"39,3,25,41,47,11,26,29,1,20"
62527811,"39,13,1,20,25,32,6,47,18,43,23,14"
90955630,"32,24,43,6,45"
28423106,"25,40,2,44,15,1,17,47,6,9,48,14,10"
22901924,"37,38,39,40,42,3,23"
94202771,"17,33,24,30,2,34,38,23,1,9"
26291036,"1,40,33,22,9,7"
50527284,"37,34,47,1,36,42,7,25,20,31,11"
37091647,"19,20,25,3,1,4,37,12,44,42,9,43,11"
94193784,"40,9,11,36,34,39,18"
62122691,"34,42,10,15,40,32,17,27"
86091007,47
95163980,"36,38,18,16,21,22,47,17,14"
59434563,37
32367655,"1,2,45,10,23,47,17,34,33"
18994786,"43,23,26,41,1,4,40,32,20,46,25,35,27,42"
93782730,"42,34,32,40,25,10,47,6,37,39,46,38,43"
2395109,"38,24,43,9,7"
5666689,"17,23,38,43,26"
40268302,"40,25,27,2,13"
39695429,"31,1,34,19,35,10,20,32,40,2"
66419760,"16,23,9,38,46,32,1,24,4"
86813820,"26,39,16,21,25,32,41,18,10"
47471289,"16,48,1,4,26,38,25,37"
42675323,"29,35,20,32,40,6,47"
46356010,"20,1,2,34,13,39,45,28"
96623193,"18,6,1,17,47,19"
28890215,"32,46,36,42,15,27"
3097416,"2,45"
80605128,"13,31,1,28,41,45,44,42,8,40,30,25,18,27,24"
16354380,"31,18,35,7,42,44,32,46,28,43,23,47,40,26,8,39,1,29,6,20"
41546817,"21,6,47,3,2,1,4,45,40"
67019525,"2,8,41,43"
35157012,"28,10,9,46,47,1,13,3,45,2,44"
41885765,"43,25,37,22,41,26"
20479017,"17,47,25,40,2,3,6,7,15,35,23,1,34,20,32"
34988862,"19,38,23,37,22,17,45,44"
41263839,38
74433985,"13,34,37,9,43,45,10,2,22,1"
70798145,"40,20,46,24,13,25,16,44,27,45,6,23,9"
52643259,"36,22,2,42"
83132851,"23,37,34,39,29,35"
63417221,"18,28,6,47,17"
50007473,"37,1,32"
56715645,"44,32,7,23,19,4,47"
17505054,"14,23,3,37,32,36"
82650590,"14,32,2,28,29,31,10"
7801848,"1,44,41,43,38,47,36"
33831705,"29,3,34,22,18,15,1,37,39,30,5"
15693956,"10,1,43,21,48,46,20"
95858805,"34,33,36,25"
41888768,"2,26,41,17,46,20,32,45"
61327872,"6,2,45,12,43,34"
66873298,"28,32,20,40,13,1,15,3,39,23"
34006791,"18,27,39,13,1,2,5"
79849554,"29,44,23"
9031006,15
40075480,"44,45,23,15,24,42,10"
25820320,"1,31,40,38,9,32,14,27,2,35,6,17,47,43,23"
14034278,"20,45,10,44,42,9"
99676319,"38,41,46,20,39,33,17"
99180137,"3,34,13,39,25,40,38,43,22,8"
52823166,"30,42,8,10,2,21,44,20,25,38"
18261190,"42,43,23,9"
35395428,"13,22,36,27,18,23,34,43,9,8"
59295694,"26,28,14,34,42,2,44,39,37,18"
6028578,"2,17,6,23,43,28"
51768548,"32,39,19,16,23,25,24"
70612978,"24,20,21,45,33,35,48,2,44,27,25,22,30"
96685086,"44,2,45,42,46,40,47,3,4,17,21"
30258124,"10,39,13,3,44,8,2"
54990428,"39,21,48,20,2,3,45,4,47,43,9,26"
22472344,"43,48,24,14,45,13,2,40,47,37,9,6"
25169785,"2,10,17,25,22,41,4,20,38,8,23,30,1"
92410084,"21,2,1,45,41,17,28,48,9,23,37,33,16,47,25,26"
40741624,"3,19,38,23,39,25,20,41,28,27,5,10,43,13,35"
48405854,"12,9,43,24,22,40,25,28,41,31,45"
90963131,"13,30,15,32,10"
57739629,"10,14,22,44,6,17,2,42,45,3,43,23,38"
65058429,"9,43,4,29,39,34"
37728515,"1,6,21,43,36,8,22,17,27,42,16,34,37,24"
8909573,"2,7,44,41,13,42,45,11,40,32,39"
98407186,"2,42,10,25,46,40,20,15"
21204914,"25,46,42,2,7,22,37,23,3,44,6,17,47,43,36,34"
96010772,"1,36,41,4,46,2"
15285852,"1,31,9,38,43,34"
65134876,"40,10,2,43,18,14,21,25,17,12,41,1"
6374607,"40,23,43,38,5"
28546848,"16,23"
12178247,"8,46,25,48,14"
84276686,"6,34,35"
3920364,"44,10,45,42,8,29"
56870522,"38,1,39,4,40"
7507807,"38,40,21,9,2,44,32,25,19,23,43,10,42,36,34"
38726986,"45,2,33,24,14,9,6,3,32,26"
30099957,"9,1"
80210235,"20,46,16,8,13,37,43,32,2,1"
58843515,"39,34,11,25,2,46,42"
757719,"12,14,26,10,42,24,45"
97131704,"40,37,46,20,1,42,4,3,2,23"
26956596,"26,46,25,41,23,33,10,42"
74310798,"2,18,25,20,40,43,16"
30487491,2
60536964,"47,38,23,9,43,10,20,18,27,22,15"
43348227,"9,23,5"
35654905,"2,8,16,21,39,44,45,42,46"
89419270,"27,44,31,24,15,43,34"
36380052,"38,9"
35631509,"6,36,5,9"
8183085,"2,45,23,38"
20008986,"3,2,41,45,39,13,1,28"
18105182,"39,48,13,38,17,32"
75651935,"42,6,18,7,3,32,46,28,31,38,37,14,1,47,13"
93844730,"38,5,11,39,34,6,47,17,2,20,30"
18113273,"37,13,20,1,28"
19217047,"1,23"
23792626,"18,45,2,44,3,38,10,1,28"
30579737,"16,25,20,40"
85505806,"20,8,45,44,19,29,35,9,41,10,25,40,46,47"
44668721,"20,25,33,12,34,39,10,23,2,46"
63774137,"34,37,2,21,25,13,29,35,17,47"
51240895,"46,36,1,34,21,20,25"
2053094,"25,13,1,18,22,21,48,43,27,20"
66118419,"28,16"
54160911,"27,1,4,2,33,39,34,36,40,18,13"
39793636,"14,21,2,1,44,46,31,41,20,13,33,42"
22685448,"20,40,44,31"
19905711,"21,5,14,28"
7829659,"13,34,2,42,20"
15866273,"3,36,28,41,47,6,39,48"
8505368,"47,8,14,33,6"
35370065,"39,48,28,16,41,37,25,32,20,23,31"
69363737,"23,44,45,13,37,26,12,9,14,3,39"
10133184,"35,3,25,40,39,20,45,10,42"
4654856,"16,24,39,42"
74377337,"3,4,20,45,48,7,6,17,28,44"
83221139,"13,39,2,42,20,44,45"
14124015,"42,3,21,14,48,5,37,34,2,44,45,9,32,12,4,33,25,26,43"
87673023,"40,6,30,2,13,34,10,19,26"
52727212,"23,38,1,4,2,27"
42555406,"9,2"
72989402,"32,20,43,38,6,10,41"
17040228,"2,45,42,44,10,34,23,9,43,41,46"
30453657,"2,40,34,37,42,48,16,46,38,14,15"
44587841,"27,30,11,1,41,28,26,45,10,20"
4228942,"29,10,34,36,47,9,23,25,11,17,45"
56440284,"22,47,40,20,6,7"
29622313,"46,40,14,47,21,36,9,2"
77096935,"6,1,19,34,39,16,21,44,3,22,23"
75780329,"13,15,7,35,25,29,12,44,2,28,1,39,37"
38334607,"17,44,39,34,20,32,27,16,2,9"
8483109,"41,28,21,48"
17220873,"23,18,21,42,6,16,25,2,3,22,39,34,24,17"
67935255,"36,5,24,33,47,10,7,16,48,28,26,41"
99558374,"39,2,29,44,42,6,47,15,36,9,25,32,14"
2590195,"34,38,6,2,28,31,10,43,23,15,37,32,40,20,11"
43423674,"37,34,13,4,10,25,40,17,18,27"
88990952,"44,22,37,42,16,3"
31736539,"17,47,43,34,10,44,11,8,22,36,9"
44460151,"32,46,2,9,6,36,22,42,45,26,28,43,7,20,25,5,34,13,29,47"
58746018,"20,25,40,39,42,2,38,45,32,5,30,23,9,29"
86809378,"30,23,43,16,26,1,10,45,13,8,21,44,3"
5889155,"4,21,9,39"
60935004,"10,2,38,40,1,37,27,43,18"
84002120,"21,1,19,17,31,47"
85437042,"18,27,43,25,9"
46682509,"39,16,21,46"
77468884,"17,3,16,8,44,2,45,26,1,31,6,22,34,39,36,13,25"
